,months_as_customer,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported
865,218,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,other-relative,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,NO,1,3,YES,13640,6820,47740,Y
866,152,100/300,1000,1034.27,0,FEMALE,JD,armed-forces,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,0,NO,7100,7100,49700,N
867,212,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,not-in-family,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,22,2,NO,0,3,YES,11860,5930,41510,N
868,242,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,NO,1,2,YES,6690,13380,46830,Y
869,80,500/1000,500,795.31,0,MALE,JD,farming-fishing,husband,0,-51000,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,YES,1,3,NO,3710,7420,29680,Y
870,260,100/300,500,982.22,0,FEMALE,JD,exec-managerial,not-in-family,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,18,1,NO,1,0,NO,15080,7540,52780,N
871,133,500/1000,500,1074.07,0,FEMALE,JD,prof-specialty,husband,70900,-61100,Parked Car,Rear Collision,Minor Damage,None,8,1,NO,2,0,YES,420,840,2940,N
872,290,100/300,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,YES,0,0,YES,5850,5850,40950,Y
873,322,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,NO,0,2,YES,7680,7680,26880,N
874,228,500/1000,500,1388.62,0,FEMALE,JD,sales,husband,35200,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,10,1,YES,1,0,YES,6610,6610,46270,N
875,195,100/300,1000,1406.52,8000000,MALE,MD,tech-support,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,12,1,NO,0,2,NO,4420,4420,35360,Y
876,247,100/300,500,1558.29,0,FEMALE,Masters,protective-serv,unmarried,0,-49300,Vehicle Theft,Rear Collision,Trivial Damage,Police,5,1,YES,1,2,NO,770,1540,5390,N
877,405,500/1000,1000,1132.47,4000000,MALE,MD,priv-house-serv,other-relative,46300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,21,3,NO,2,3,NO,10240,10240,40960,N
878,144,250/500,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,not-in-family,73700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,3,YES,1,3,NO,5440,10880,38080,Y
879,338,500/1000,500,1143.46,4000000,MALE,MD,priv-house-serv,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,4,1,YES,2,1,NO,9760,9760,39040,N
880,121,500/1000,500,1285.42,0,MALE,MD,priv-house-serv,wife,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,11,1,NO,1,1,NO,6730,6730,53840,Y
881,398,250/500,2000,1305.26,0,MALE,MD,farming-fishing,wife,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,NO,1,3,YES,3340,6680,26720,Y
882,9,100/300,1000,1073.83,0,FEMALE,High School,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,1,NO,0,0,NO,15580,15580,54530,N
883,115,500/1000,1000,1051.67,0,FEMALE,Associate,exec-managerial,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,YES,0,3,NO,0,4270,29890,Y
884,280,250/500,1000,1387.35,0,MALE,JD,transport-moving,not-in-family,0,-72000,Single Vehicle Collision,Front Collision,Minor Damage,Fire,16,1,NO,2,2,NO,10220,10220,40880,N
885,254,250/500,500,1083.64,0,MALE,JD,other-service,husband,59800,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,19,3,YES,0,0,NO,13280,13280,53120,N
886,141,250/500,1000,1851.78,0,FEMALE,High School,craft-repair,other-relative,78800,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,13,1,NO,1,0,YES,6860,6860,48020,N
887,441,250/500,500,1270.29,4000000,MALE,College,armed-forces,husband,24000,-50500,Parked Car,Rear Collision,Minor Damage,None,4,1,NO,0,0,NO,640,640,5120,N
888,381,500/1000,500,1459.99,0,FEMALE,MD,other-service,wife,35900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,YES,1,2,YES,12120,6060,42420,N
889,191,100/300,2000,1253.44,0,FEMALE,Masters,craft-repair,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,19,3,NO,2,0,NO,10240,5120,40960,N
890,145,100/300,1000,1142.48,0,FEMALE,JD,priv-house-serv,other-relative,0,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,18,1,YES,2,0,NO,9500,4750,38000,N
891,479,500/1000,1000,1188.45,0,FEMALE,MD,exec-managerial,other-relative,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,9,2,NO,0,3,NO,5390,10780,37730,N
892,215,500/1000,1000,1125.4,0,MALE,Masters,adm-clerical,husband,40000,-43400,Vehicle Theft,Rear Collision,Trivial Damage,None,6,1,NO,2,1,NO,220,440,1980,N
893,41,250/500,500,1294.41,0,MALE,High School,transport-moving,husband,0,0,Vehicle Theft,Rear Collision,Minor Damage,None,8,1,YES,0,0,NO,1380,1380,6210,N
894,45,100/300,500,1459.5,0,MALE,MD,priv-house-serv,not-in-family,0,0,Parked Car,Rear Collision,Minor Damage,None,6,1,NO,1,3,NO,1000,1000,4000,N
895,156,100/300,500,1367.99,0,MALE,High School,armed-forces,own-child,26500,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,23,3,NO,0,3,NO,11040,5520,38640,Y
896,246,250/500,500,1594.37,0,MALE,Associate,exec-managerial,own-child,0,0,Parked Car,Rear Collision,Trivial Damage,None,13,1,NO,0,3,YES,660,1320,5280,N
897,178,100/300,500,1035.99,0,FEMALE,JD,exec-managerial,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,3,3,NO,2,0,NO,11760,11760,41160,N
898,237,250/500,500,911.53,0,FEMALE,PhD,sales,husband,53200,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,23,1,NO,0,1,NO,0,11840,47360,N
899,127,500/1000,500,1319.97,0,FEMALE,Associate,craft-repair,own-child,73700,0,Vehicle Theft,Rear Collision,Minor Damage,None,8,1,YES,1,3,NO,470,940,3290,N
900,1,250/500,2000,1391.63,0,MALE,Associate,sales,husband,61200,0,Single Vehicle Collision,Side Collision,Total Loss,Other,23,1,YES,0,3,NO,6940,6940,55520,N
901,5,250/500,500,915.41,5000000,FEMALE,High School,exec-managerial,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,23,1,YES,0,0,NO,4050,4050,32400,N
902,64,500/1000,1000,1468.82,0,MALE,JD,handlers-cleaners,other-relative,56800,-51800,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,9,3,NO,2,1,NO,5000,10000,45000,N
903,142,500/1000,500,1412.76,0,MALE,PhD,armed-forces,wife,66400,-63700,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,YES,2,3,NO,11220,11220,44880,N
904,97,500/1000,500,1588.26,0,FEMALE,High School,tech-support,husband,56700,-49300,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,YES,2,1,YES,8410,8410,58870,N
905,121,100/300,1000,1140.91,0,MALE,Associate,adm-clerical,other-relative,51300,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,15,3,NO,1,2,NO,6430,6430,51440,Y
906,225,100/300,1000,1517.54,0,MALE,JD,priv-house-serv,own-child,0,-20900,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,NO,2,0,YES,6440,6440,51520,N
907,425,250/500,2000,912.29,0,FEMALE,High School,priv-house-serv,husband,42900,-39100,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,17,3,NO,1,2,NO,16180,16180,64720,N
908,285,250/500,2000,1144.3,0,MALE,MD,priv-house-serv,not-in-family,52600,0,Vehicle Theft,Rear Collision,Minor Damage,Police,3,1,YES,1,0,NO,500,500,4500,N
909,192,500/1000,1000,1281.43,0,FEMALE,Masters,transport-moving,not-in-family,65100,-50300,Multi-vehicle Collision,Rear Collision,Total Loss,Other,10,3,NO,0,2,NO,3070,6140,21490,N
910,285,100/300,2000,1101.85,0,FEMALE,College,sales,wife,46100,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,9,1,NO,1,2,YES,3720,3720,26040,N
911,98,500/1000,2000,1082.1,0,MALE,JD,exec-managerial,other-relative,0,-30900,Multi-vehicle Collision,Front Collision,Total Loss,Police,13,2,NO,0,1,YES,14540,7270,43620,N
912,175,500/1000,500,1185.44,0,MALE,Masters,exec-managerial,not-in-family,44900,-52500,Multi-vehicle Collision,Rear Collision,Major Damage,Police,15,3,YES,2,1,YES,3880,7760,31040,Y
913,259,500/1000,2000,1175.07,0,MALE,MD,craft-repair,not-in-family,30100,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,NO,1,1,NO,7980,7980,71820,N
914,140,500/1000,2000,979.26,0,FEMALE,JD,transport-moving,own-child,0,-67000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,4,YES,0,2,YES,14560,14560,43680,N
915,231,250/500,500,920.81,0,FEMALE,High School,sales,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,14,1,YES,2,0,NO,0,7910,63280,Y
916,186,100/300,500,922.85,0,MALE,High School,adm-clerical,husband,70300,-70900,Vehicle Theft,Rear Collision,Trivial Damage,None,7,1,NO,1,1,YES,400,400,2800,N
917,229,250/500,2000,1107.59,3000000,MALE,PhD,tech-support,not-in-family,65400,0,Single Vehicle Collision,Side Collision,Major Damage,Other,23,1,NO,1,3,NO,10440,10440,41760,N
918,180,100/300,500,1272.46,0,MALE,College,prof-specialty,wife,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,7,3,YES,2,1,NO,12660,6330,50640,N
919,188,250/500,1000,1340.24,0,MALE,High School,protective-serv,own-child,0,-68800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,8,3,YES,1,0,NO,13820,6910,55280,Y
920,214,100/300,1000,1648.0,0,MALE,JD,transport-moving,not-in-family,57700,-43500,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,1,NO,1,0,YES,8040,4020,32160,N
921,178,250/500,500,1381.14,0,FEMALE,College,other-service,wife,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,NO,0,3,NO,5200,10400,41600,N
922,55,500/1000,500,1198.44,8000000,MALE,MD,priv-house-serv,wife,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,9,1,NO,0,3,NO,560,560,1960,N
923,90,250/500,2000,951.27,0,FEMALE,PhD,other-service,not-in-family,42100,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,2,1,YES,1,0,YES,13780,6890,55120,N
924,135,500/1000,2000,1341.24,0,FEMALE,MD,farming-fishing,wife,37100,-46500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,3,NO,0,1,NO,5940,2970,23760,N
925,277,250/500,2000,1177.57,0,FEMALE,Associate,adm-clerical,husband,0,-65500,Vehicle Theft,Rear Collision,Minor Damage,Police,4,1,NO,2,3,NO,430,860,2580,N
926,211,250/500,1000,1055.09,0,FEMALE,Masters,transport-moving,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,12,1,NO,0,3,YES,8320,16640,66560,Y
927,156,250/500,500,1479.48,0,MALE,Masters,prof-specialty,unmarried,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,1,3,YES,6790,13580,54320,Y
928,84,500/1000,2000,1827.38,0,MALE,Associate,priv-house-serv,other-relative,0,-15900,Vehicle Theft,Rear Collision,Trivial Damage,Police,9,1,YES,1,3,NO,420,840,3360,N
929,136,100/300,500,1169.62,0,FEMALE,JD,sales,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,6,1,YES,0,0,NO,10000,10000,35000,Y
930,310,100/300,500,1516.34,0,FEMALE,JD,adm-clerical,unmarried,11000,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,11,4,YES,0,2,NO,13200,6600,39600,Y
931,123,500/1000,2000,1270.21,0,FEMALE,College,sales,husband,16100,-61200,Multi-vehicle Collision,Side Collision,Total Loss,Fire,13,3,NO,1,1,NO,6140,0,49120,N
932,243,250/500,500,809.11,0,MALE,JD,craft-repair,other-relative,33200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,3,NO,2,1,YES,5140,10280,35980,N
933,36,500/1000,1000,1115.81,0,FEMALE,Masters,machine-op-inspct,husband,0,-59800,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,NO,5420,10840,32520,N
934,146,100/300,1000,1457.65,5000000,FEMALE,College,armed-forces,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,3,NO,1,3,NO,5820,5820,40740,N
935,154,100/300,1000,1041.36,0,FEMALE,JD,priv-house-serv,husband,53100,-43900,Multi-vehicle Collision,Side Collision,Total Loss,Other,18,4,NO,2,3,YES,13520,13520,47320,Y
936,204,250/500,1000,1693.83,7000000,MALE,High School,protective-serv,other-relative,44000,-20800,Single Vehicle Collision,Front Collision,Minor Damage,Police,6,1,NO,1,0,NO,5340,5340,42720,N
937,458,100/300,1000,1685.69,0,FEMALE,High School,protective-serv,wife,31400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,23,1,NO,2,2,YES,14360,14360,43080,N
938,147,250/500,500,1054.92,6000000,FEMALE,PhD,prof-specialty,own-child,51900,0,Single Vehicle Collision,Front Collision,Major Damage,Other,4,1,NO,0,0,NO,8530,0,59710,Y
939,279,250/500,2000,1333.97,6000000,FEMALE,MD,other-service,unmarried,61100,-30700,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,3,NO,1,0,NO,11100,11100,38850,Y
940,308,100/300,1000,1013.61,6000000,FEMALE,Associate,craft-repair,own-child,45700,-41400,Parked Car,Rear Collision,Minor Damage,None,7,1,NO,1,1,YES,860,860,3870,N
941,284,500/1000,500,958.3,0,FEMALE,PhD,machine-op-inspct,husband,47900,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,19,3,NO,0,0,NO,8520,8520,29820,N
942,108,250/500,2000,1112.04,6000000,FEMALE,PhD,other-service,own-child,52800,-54300,Parked Car,Rear Collision,Minor Damage,None,5,1,NO,1,3,NO,780,780,2730,N
943,421,250/500,2000,1206.26,0,FEMALE,Associate,armed-forces,own-child,69900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,22,3,YES,0,0,NO,15700,7850,54950,N
944,266,500/1000,1000,763.67,0,MALE,Associate,prof-specialty,own-child,12800,-49700,Single Vehicle Collision,Side Collision,Total Loss,Police,12,1,YES,1,3,YES,7870,7870,55090,N
945,412,250/500,500,1042.56,0,MALE,High School,handlers-cleaners,own-child,0,-66100,Multi-vehicle Collision,Front Collision,Total Loss,Police,19,3,NO,0,2,NO,15120,7560,45360,N
946,31,100/300,2000,1263.48,4000000,FEMALE,JD,other-service,wife,46800,-87300,Single Vehicle Collision,Side Collision,Major Damage,Fire,10,1,NO,2,0,NO,5300,10600,47700,Y
947,465,250/500,500,1006.99,6000000,FEMALE,Masters,sales,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,7,1,NO,0,3,NO,4840,4840,33880,N
948,126,250/500,1000,1328.26,0,MALE,Masters,sales,not-in-family,42300,-45800,Single Vehicle Collision,Front Collision,Total Loss,Police,17,1,NO,1,1,NO,13520,6760,40560,N
949,407,100/300,1000,1250.08,5000000,FEMALE,PhD,tech-support,wife,0,-57700,Multi-vehicle Collision,Side Collision,Total Loss,Police,0,3,NO,2,3,YES,11360,11360,45440,N
950,101,500/1000,500,982.7,6000000,FEMALE,College,transport-moving,unmarried,30800,-43700,Parked Car,Rear Collision,Minor Damage,None,9,1,NO,1,0,NO,940,470,3760,N
951,187,500/1000,1000,1412.06,5000000,FEMALE,Masters,protective-serv,not-in-family,60100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,21,1,NO,0,3,NO,5770,5770,46160,N
952,252,500/1000,2000,1066.7,0,FEMALE,JD,handlers-cleaners,own-child,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,22,3,NO,0,2,NO,14920,14920,59680,N
953,229,250/500,2000,1585.54,0,MALE,High School,protective-serv,not-in-family,42600,-44400,Vehicle Theft,Rear Collision,Minor Damage,None,3,1,NO,1,0,YES,420,840,3360,N
954,246,250/500,1000,1416.08,0,FEMALE,JD,craft-repair,other-relative,0,-36600,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,16,1,YES,0,3,NO,5020,5020,35140,N
955,190,250/500,500,1246.03,0,MALE,JD,craft-repair,unmarried,61900,-50000,Single Vehicle Collision,Side Collision,Total Loss,Other,14,1,YES,0,0,NO,9020,4510,31570,N
956,95,500/1000,2000,1356.64,0,MALE,Masters,machine-op-inspct,not-in-family,67800,-48600,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,0,3,YES,15120,15120,52920,N
957,205,100/300,2000,1387.7,4000000,FEMALE,High School,priv-house-serv,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,19,1,NO,2,1,NO,15660,15660,54810,N
958,41,100/300,1000,1004.14,0,MALE,Masters,priv-house-serv,wife,35400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,13,3,NO,1,3,NO,9600,4800,33600,N
959,137,500/1000,500,1107.07,0,FEMALE,High School,protective-serv,husband,0,-45300,Vehicle Theft,Rear Collision,Minor Damage,Police,21,1,NO,0,0,YES,600,600,2100,N
960,194,100/300,500,1429.96,0,FEMALE,JD,protective-serv,husband,67800,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,11,3,NO,1,2,YES,11440,5720,40040,N
961,128,250/500,1000,1074.99,0,FEMALE,Associate,adm-clerical,husband,0,-48800,Vehicle Theft,Rear Collision,Trivial Damage,Police,16,1,NO,2,0,NO,1380,690,5520,N
962,150,500/1000,1000,1007.0,0,FEMALE,PhD,transport-moving,unmarried,30400,-89400,Single Vehicle Collision,Rear Collision,Total Loss,Police,9,1,NO,0,2,NO,12320,12320,55440,N
963,104,100/300,500,1052.85,0,FEMALE,MD,protective-serv,other-relative,0,-70100,Vehicle Theft,Rear Collision,Minor Damage,Police,8,1,NO,0,0,YES,960,480,3360,N
964,163,500/1000,1000,1200.33,4000000,FEMALE,High School,craft-repair,own-child,0,-36400,Vehicle Theft,Rear Collision,Minor Damage,Police,7,1,NO,2,1,YES,390,780,2730,Y
965,80,100/300,1000,1343.0,0,MALE,Masters,handlers-cleaners,other-relative,64600,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,12,1,NO,0,0,NO,9040,9040,72320,N
966,65,250/500,2000,1441.6,5000000,FEMALE,MD,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,21,3,YES,0,0,NO,6290,12580,44030,N
967,179,100/300,1000,1433.42,6000000,FEMALE,Associate,protective-serv,own-child,53800,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,YES,1,2,NO,5420,10840,37940,Y
968,372,500/1000,2000,1368.57,0,FEMALE,MD,tech-support,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,18,3,NO,2,2,YES,5180,10360,36260,N
969,398,250/500,500,862.19,0,MALE,High School,adm-clerical,unmarried,69400,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,7,1,NO,2,3,NO,600,1200,4800,N
970,213,250/500,500,871.46,0,MALE,MD,tech-support,husband,58500,-77700,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,YES,2,0,YES,13480,6740,53920,N
971,79,500/1000,500,1863.04,0,FEMALE,Associate,priv-house-serv,not-in-family,53400,-35200,Single Vehicle Collision,Front Collision,Total Loss,Fire,0,1,NO,2,1,NO,13560,6780,47460,N
972,232,250/500,2000,1181.64,0,MALE,College,other-service,wife,25800,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,22,1,NO,1,1,YES,5540,11080,38780,Y
973,230,500/1000,1000,1060.74,0,MALE,PhD,tech-support,own-child,0,-51500,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,15,1,YES,2,3,NO,9820,4910,34370,Y
974,234,100/300,500,951.56,0,FEMALE,JD,transport-moving,wife,59400,-78600,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,NO,2,1,NO,15120,7560,75600,Y
975,240,100/300,500,1533.71,9000000,FEMALE,JD,protective-serv,own-child,0,-70900,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,2,YES,0,2,NO,6050,12100,48400,N
976,143,500/1000,1000,1200.09,0,FEMALE,Associate,craft-repair,unmarried,38400,-5700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,3,NO,2,2,NO,14080,7040,49280,N
977,266,100/300,500,1093.83,4000000,MALE,Associate,adm-clerical,other-relative,0,-49600,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,NO,1,1,NO,4440,8880,39960,Y
978,89,250/500,1000,988.93,0,FEMALE,High School,craft-repair,unmarried,27600,0,Single Vehicle Collision,Front Collision,Total Loss,Other,11,1,NO,2,3,YES,15380,15380,53830,N
979,229,500/1000,1000,1331.94,0,FEMALE,Masters,farming-fishing,not-in-family,0,-55400,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,1,NO,0,2,YES,9920,9920,34720,N
980,245,500/1000,1000,1361.45,0,MALE,PhD,handlers-cleaners,unmarried,39300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,1,YES,0,2,YES,7470,7470,67230,N
981,50,250/500,2000,1188.51,0,MALE,College,handlers-cleaners,unmarried,0,-65800,Multi-vehicle Collision,Front Collision,Total Loss,Police,15,3,NO,1,2,NO,6110,12220,42770,N
982,230,500/1000,2000,1101.83,0,MALE,High School,exec-managerial,other-relative,28900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,0,3,NO,0,3,YES,5190,10380,36330,Y
983,17,250/500,1000,840.95,0,FEMALE,JD,adm-clerical,unmarried,32500,-80800,Parked Car,Rear Collision,Trivial Damage,Police,9,1,NO,2,1,NO,430,430,2580,N
984,163,250/500,1000,1503.21,0,MALE,MD,other-service,husband,55700,-49900,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,1,1,YES,2,1,NO,5710,11420,34260,N
985,29,100/300,1000,1722.5,0,MALE,High School,other-service,wife,0,-21500,Single Vehicle Collision,Side Collision,Major Damage,Other,22,1,NO,0,2,NO,7690,7690,61520,N
986,232,100/300,500,944.03,0,MALE,College,handlers-cleaners,not-in-family,0,-58400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,11,1,YES,2,3,NO,15400,7700,53900,Y
987,235,500/1000,2000,1453.61,4000000,MALE,JD,craft-repair,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,10,1,NO,0,3,NO,9280,9280,41760,Y
988,295,100/300,500,1672.88,0,FEMALE,High School,armed-forces,wife,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,5,1,YES,1,1,NO,12140,6070,42490,N
989,22,250/500,1000,1248.05,0,FEMALE,High School,exec-managerial,husband,37500,-54000,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,3,YES,1,2,NO,5920,0,47360,N
990,286,100/300,500,1564.43,3000000,FEMALE,MD,prof-specialty,unmarried,77500,-32800,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,18,1,NO,2,2,YES,3810,3810,26670,N
991,257,100/300,1000,1280.88,0,MALE,MD,other-service,other-relative,59400,-32200,Single Vehicle Collision,Rear Collision,Total Loss,Other,21,1,NO,0,1,NO,0,5220,41760,N
992,94,100/300,500,722.66,0,MALE,MD,exec-managerial,husband,50300,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,6,3,YES,1,2,YES,3670,7340,25690,N
993,124,250/500,1000,1235.14,0,MALE,MD,exec-managerial,husband,0,-32100,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,3,NO,0,1,NO,6020,6020,48160,N
994,141,500/1000,1000,1347.04,0,MALE,High School,sales,own-child,0,-82100,Parked Car,Rear Collision,Minor Damage,None,6,1,NO,1,2,YES,540,1080,4860,N
995,3,500/1000,1000,1310.8,0,FEMALE,Masters,craft-repair,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,20,1,YES,0,1,NO,17440,8720,61040,N
996,285,100/300,1000,1436.79,0,FEMALE,PhD,prof-specialty,wife,70900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,23,1,YES,2,3,NO,18080,18080,72320,N
997,130,250/500,500,1383.49,3000000,FEMALE,Masters,armed-forces,other-relative,35100,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,NO,2,3,YES,7500,7500,52500,N
998,458,500/1000,2000,1356.92,5000000,MALE,Associate,handlers-cleaners,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,2,1,NO,0,1,YES,5220,5220,36540,N
999,456,250/500,1000,766.19,0,FEMALE,Associate,sales,husband,0,0,Parked Car,Rear Collision,Minor Damage,Police,6,1,NO,0,3,NO,460,920,3680,N
